0,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
2225,34,F,GW13G3E,City,No Membership,03-01-2017,?,CID2855,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:52:18,11,34.89,39203.5,15,,No,Yes,No,Not Applicable,Too many ads,1
2226,11,F,AKX6DDA,Town,Basic Membership,15-10-2016,?,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12:13:12,24,31.17,12787.46,9,,Yes,No,Yes,No Information Available,Too many ads,1
2227,10,M,IQM70N5,Town,Silver Membership,03-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,16:43:44,13,1192.078922,49017.36,18,703.76,No,Yes,Yes,Solved,No reason specified,0
2228,18,F,JHPZA3E,Town,No Membership,17-09-2016,Yes,CID15665,Gift Vouchers/Coupons,Both,Wi-Fi,04:39:07,15,762.91,32869.75,13,609.85,Yes,No,No,Not Applicable,Poor Product Quality,1
2229,15,M,HQ9PQFN,City,Gold Membership,25-12-2017,Yes,CID37603,Credit/Debit Card Offers,Desktop,Wi-Fi,20:39:39,18,92.6,21500.04,17,671.24,Yes,No,Yes,No Information Available,No reason specified,1
2230,43,M,JFBJNO1,Village,Gold Membership,17-02-2017,?,CID33301,Gift Vouchers/Coupons,Desktop,Mobile_Data,09:04:25,10,331.58,53815.27,8,726.67,Yes,Yes,No,Not Applicable,Products always in Stock,0
2231,55,F,JXOPPJR,Town,Gold Membership,30-12-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12:02:54,24,182.17,5278.84,25,709.79,Yes,No,No,Not Applicable,Too many ads,0
2232,25,M,XVH44X6,Village,No Membership,27-01-2017,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,09:33:06,20,214.77,46038.72,Error,719.28,Yes,No,No,Not Applicable,Poor Website,1
2233,10,F,04Z2IMS,,Gold Membership,02-01-2017,No,xxxxxxxx,Without Offers,Both,Mobile_Data,07:00:35,22,305.36,18049.15,25,715,Yes,No,No,Not Applicable,Poor Website,0
2234,33,F,41KW0EE,City,Silver Membership,17-04-2017,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,01:51:21,3,309.41,15095.13,27,718.14,Yes,No,No,Not Applicable,No reason specified,1
2235,14,M,RIAJCYX,Town,Gold Membership,27-07-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:48:56,-999,104.42,38035.68,20,754.06,No,Yes,Yes,Solved,Too many ads,0
2236,30,M,TZMHPKT,Town,No Membership,28-08-2016,Yes,CID4228,Gift Vouchers/Coupons,Desktop,Mobile_Data,02:38:03,14,30.54,10023.53,14,600.58,No,Yes,Yes,Unsolved,Poor Website,1
2237,41,F,HU651RL,,Silver Membership,07-09-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:33:29,11,150.44,15928.39,15,678.54,Yes,No,Yes,Unsolved,Too many ads,1
2238,39,F,WVFDKY5,Village,Premium Membership,15-07-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,10:55:16,17,321.45,3528.28,Error,761.05,No,Yes,Yes,Solved,Poor Product Quality,0
2239,36,M,PY8N30A,City,No Membership,24-11-2017,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,17:59:44,7,-1081.406036,17158.48,11,656.9,Yes,No,No,Not Applicable,Too many ads,1
2240,28,F,K6B6G9Y,City,Basic Membership,14-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,10:04:04,16,86.27,23171.59,27,661.55,No,Yes,Yes,Unsolved,Too many ads,1
2241,52,M,X5PL7TO,Town,Basic Membership,04-07-2017,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:15:16,2,489.09,47586.07,10,672.11,Yes,No,Yes,Unsolved,Poor Customer Service,1
2242,28,F,IATDA67,City,No Membership,16-04-2015,Yes,CID44,Credit/Debit Card Offers,Smartphone,Wi-Fi,04:54:57,15,64.1,34523.18,13,672.46,No,Yes,Yes,No Information Available,No reason specified,1
2243,42,M,ID4N7QG,Town,Premium Membership,11-11-2016,No,xxxxxxxx,Without Offers,?,Mobile_Data,02:16:46,12,328.42,59643.48,1,,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
2244,52,M,GVB1640,City,Premium Membership,02-02-2017,Yes,CID6638,Without Offers,Desktop,Wi-Fi,07:56:04,11,36.23,7106.67,-10.47533243,721.6,Yes,No,Yes,Solved,Poor Website,0
2245,34,M,ZARE6LP,Town,Silver Membership,17-08-2015,Yes,CID46550,Credit/Debit Card Offers,Both,Wi-Fi,12:29:11,9,338.62,13826.96,20,641.82,Yes,No,No,Not Applicable,Poor Product Quality,1
2246,60,F,R4V2VPQ,City,Gold Membership,13-09-2017,Yes,CID24697,Without Offers,Smartphone,Mobile_Data,17:51:00,12,1279.127872,22444.17,-15.75327922,795.73,Yes,No,Yes,Unsolved,Poor Product Quality,0
2247,25,M,LUSW1BK,Town,Basic Membership,01-07-2016,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11:19:38,14,46.22,9369.38,15,507.41,Yes,No,Yes,No Information Available,Poor Website,0
2248,31,M,2RF972T,Town,Premium Membership,19-10-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,15:15:16,5,31.18,52129.52,17,811.2,No,Yes,No,Not Applicable,User Friendly Website,0
2249,37,F,JXN7VH0,City,No Membership,30-10-2016,Yes,CID7492,Credit/Debit Card Offers,Desktop,Mobile_Data,19:29:39,9,1100.137448,41130.11,Error,609.3,Yes,No,Yes,No Information Available,No reason specified,1
2250,57,M,QAKXJH2,,Gold Membership,21-01-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,21:43:39,13,440.33,7779.88,6,763.39,No,Yes,No,Not Applicable,User Friendly Website,0
2251,60,M,FXMUOSV,City,No Membership,19-06-2016,Yes,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:35:09,2,-1021.61543,13241.8,16,533.76,No,Yes,Yes,Solved in Follow-up,Poor Website,1
2252,56,M,YTME7EV,City,Platinum Membership,01-05-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,15:11:53,6,106.98,86547.04,15,790.94,No,Yes,No,Not Applicable,Products always in Stock,0
2253,44,F,NC94WL3,City,Basic Membership,11-12-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,04:49:04,13,443.84,30913.21,Error,695.04,Yes,No,No,Not Applicable,Too many ads,1
2254,35,F,DRVTMNL,,Premium Membership,17-01-2017,No,xxxxxxxx,Without Offers,Both,Mobile_Data,22:04:01,17,470.45,73435.51,11,,Yes,No,No,Not Applicable,Quality Customer Care,0
2255,35,M,WOKXYRG,City,Platinum Membership,20-10-2016,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,11:42:09,20,482.77,8901.83,5,780.45,Yes,No,Yes,Solved in Follow-up,No reason specified,0
2256,41,M,RBXHPGX,City,Silver Membership,08-12-2016,Yes,CID55240,Credit/Debit Card Offers,Desktop,Wi-Fi,10:57:17,21,161.57,49711.43,21,686.4,Yes,No,No,Not Applicable,Poor Product Quality,1
2257,12,M,MTHXRSI,City,No Membership,23-09-2016,?,CID6537,Without Offers,Desktop,Wi-Fi,09:19:29,15,372.05,47418.27,18,696.18,No,Yes,Yes,Solved,No reason specified,1
2258,51,M,L2FJP0U,Town,Platinum Membership,19-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:19:52,13,51.85,53952.44,14,760.83,No,Yes,No,Not Applicable,User Friendly Website,0
2259,56,F,70BZXQ8,Town,Platinum Membership,30-05-2015,Yes,CID7012,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:55:50,12,180.43,48614.48,7,719.26,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,0
2260,14,M,SHSAXJ4,Town,Gold Membership,03-04-2017,Yes,CID33076,Without Offers,Smartphone,Mobile_Data,09:38:37,8,669.29,5730.89,10,705.92,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
2261,23,F,IXXADVV,Town,Basic Membership,30-06-2017,Yes,CID12881,Gift Vouchers/Coupons,Desktop,Mobile_Data,13:22:34,3,771.33,20482.43,24,559.66,Yes,No,No,Not Applicable,Poor Website,1
2262,13,F,87HICTJ,Town,Silver Membership,14-09-2016,Yes,CID9445,Without Offers,Desktop,Mobile_Data,00:30:54,14,110.65,42782.75,21,715.42,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
2263,25,M,9UEGRWH,,Platinum Membership,27-06-2015,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:00:49,11,236.41,23377.18,19,791.87,Yes,No,No,Not Applicable,Too many ads,0
2264,57,F,QKYO5PQ,Town,No Membership,09-12-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,01:31:42,5,122.79,49491.95,39.25410903,582.82,Yes,No,Yes,Unsolved,Too many ads,1
2265,45,F,0KMU08W,,Gold Membership,19-03-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,23:25:08,15,84.16,25760.94,12,709.57,No,Yes,No,Not Applicable,Poor Product Quality,0
2266,51,M,OUP3TXB,City,No Membership,14-04-2017,Yes,CID29054,Credit/Debit Card Offers,?,Mobile_Data,10:10:33,19,606.12,23218.67,Error,675,Yes,No,No,Not Applicable,Poor Product Quality,1
2267,51,M,H3KRMDH,Village,Gold Membership,16-08-2017,Yes,CID25864,Gift Vouchers/Coupons,Both,Fiber_Optic,22:21:40,13,-412.1427557,30006.72,19,796.86,No,Yes,No,Not Applicable,Too many ads,0
2268,21,M,53E2JXT,Village,Gold Membership,16-01-2015,No,xxxxxxxx,Without Offers,?,Wi-Fi,09:28:01,10,348.98,51467.22,5,198.9335843,Yes,Yes,Yes,Unsolved,Products always in Stock,0
2269,61,F,A7PAZW2,Town,Platinum Membership,26-01-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:06:05,14,64.27,35942.6,19,1358.058405,Yes,No,No,Not Applicable,Reasonable Price,0
2270,39,F,A70ZZK5,Town,Basic Membership,23-08-2015,Yes,CID60413,Credit/Debit Card Offers,Desktop,Mobile_Data,11:04:24,22,1308.387191,24470.77,10,626.61,No,Yes,No,Not Applicable,Poor Product Quality,1
2271,15,F,FQYOLIJ,City,Silver Membership,06-09-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,02:43:09,16,97.16,18998.03,15,736.19,No,Yes,No,Not Applicable,Too many ads,0
2272,37,M,EFLN8EE,City,Silver Membership,29-12-2016,Yes,CID48048,Credit/Debit Card Offers,Desktop,Fiber_Optic,01:07:30,11,34.28,39705.07,10,686.7,No,Yes,No,Not Applicable,Poor Product Quality,1
2273,64,F,87EU2QU,Town,Gold Membership,22-05-2017,Yes,CID57748,Without Offers,Smartphone,Fiber_Optic,11:51:19,11,539.94,43723,16,737.4,No,Yes,No,Not Applicable,No reason specified,0
2274,60,M,GVBBTX8,,Basic Membership,06-08-2015,Yes,CID2374,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:34:10,14,66.88,21312,22,603.76,Yes,No,No,Not Applicable,Too many ads,1
2275,53,M,6PIA5KQ,Village,Basic Membership,05-10-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:50:50,11,30.58,11717.23,Error,1004.534639,No,Yes,Yes,Unsolved,No reason specified,1
2276,28,M,VI7NGAU,,Basic Membership,03-09-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,23:26:23,18,-1004.377084,21608.75,Error,520.68,Yes,No,Yes,No Information Available,Poor Website,1
2277,51,M,2MC2R26,City,Gold Membership,08-05-2017,Yes,CID10184,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:52:38,3,142.03,19950.65,6,336.7242926,Yes,No,No,Not Applicable,No reason specified,0
2278,58,F,JH2FY6G,City,Platinum Membership,29-05-2017,Yes,CID59129,Without Offers,Smartphone,Mobile_Data,23:36:47,23,75.51,14804.89,19,771.08,Yes,No,No,Not Applicable,Poor Website,0
2279,35,F,NQLLESN,City,No Membership,19-06-2015,Yes,CID46541,Without Offers,Smartphone,Wi-Fi,19:37:39,16,1057.483534,11942.5,28,717.49,No,Yes,No,Not Applicable,Poor Customer Service,0
2280,44,M,UAXCJYK,Town,Premium Membership,14-06-2015,?,CID62807,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14:51:36,10,31.85,38825.42,22,760.76,No,Yes,No,Not Applicable,Poor Customer Service,0
2281,15,M,EM6MZS3,City,Gold Membership,14-07-2017,No,xxxxxxxx,,Smartphone,Fiber_Optic,17:02:17,11,76.96,67011.86,12,223.6619093,No,Yes,Yes,Solved,Reasonable Price,0
2282,36,M,HRFOEY4,Town,Platinum Membership,21-11-2016,Yes,CID32354,Without Offers,Both,Mobile_Data,13:09:06,11,238.24,35147.24,6,798.76,Yes,No,No,Not Applicable,Poor Website,0
2283,36,F,6FPRTHK,City,Silver Membership,14-05-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,21:21:03,-999,186.98,32334.04,11,796.82,No,Yes,Yes,No Information Available,No reason specified,0
2284,30,F,2S0T3DT,City,Silver Membership,05-07-2017,Yes,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,01:47:11,18,53.17,22868.9,23,638.83,No,Yes,No,Not Applicable,Too many ads,1
2285,22,F,3L1RIX1,Town,Platinum Membership,02-02-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,09:48:02,13,185.48,11568.58,14,759.42,Yes,No,Yes,Unsolved,No reason specified,0
2286,13,M,VUFXFL9,,Basic Membership,24-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:34:16,22,45.54,18636.66,5,719.43,Yes,No,Yes,Solved in Follow-up,Too many ads,1
2287,24,M,QO8H7GY,Town,Gold Membership,26-04-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:18:07,8,176.61,35689.68,9,686.29,No,Yes,Yes,Solved,Poor Product Quality,1
2288,57,F,49TNUEH,City,Basic Membership,06-05-2017,Yes,CID5968,Without Offers,Smartphone,Wi-Fi,20:28:32,8,60.61,44498.48,Error,621.29,No,Yes,Yes,Solved,Poor Product Quality,1
2289,52,F,A9X2S2V,Village,Basic Membership,12-10-2017,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,09:03:46,11,173.45,36433.32,26,717.83,No,Yes,No,Not Applicable,No reason specified,1
2290,62,M,5KC3VNM,Town,Basic Membership,05-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:42:23,9,1210.486978,20905.46,Error,651.75,No,Yes,No,Not Applicable,Too many ads,1
2291,21,F,3OO7YLD,City,Gold Membership,01-04-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,12:30:18,22,158.44,22197.25,22,714.65,No,Yes,Yes,No Information Available,Poor Customer Service,1
2292,43,M,2XX61ZK,City,Gold Membership,03-04-2015,Yes,CID27876,Gift Vouchers/Coupons,?,Mobile_Data,18:21:52,7,725.58,27022,10,714.45,Yes,Yes,Yes,Solved,Products always in Stock,0
2293,44,F,CGK4JO0,Town,Silver Membership,01-08-2017,Yes,CID33578,Gift Vouchers/Coupons,Both,Fiber_Optic,12:58:26,16,552,93700.95,5,1185.333748,Yes,No,Yes,No Information Available,User Friendly Website,0
2294,16,M,L6FQ0O1,,Basic Membership,03-03-2015,Yes,CID53553,Credit/Debit Card Offers,Desktop,Wi-Fi,12:54:53,16,54.4,18355.53,7,213.1763393,No,Yes,Yes,Unsolved,Poor Product Quality,1
2295,53,M,R9FTX7P,,No Membership,24-04-2015,Yes,CID46840,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:59:05,18,34.25,5792.34,18,589.67,Yes,No,Yes,Solved in Follow-up,No reason specified,1
2296,27,M,TKLU2M7,,Gold Membership,17-10-2017,Yes,CID54384,Without Offers,Desktop,Wi-Fi,09:16:46,10,32.83,46877.18,9,765.52,No,Yes,Yes,No Information Available,No reason specified,0
2297,19,F,JD6ZBOY,City,No Membership,01-08-2016,?,CID22292,Credit/Debit Card Offers,Smartphone,Wi-Fi,09:26:40,16,163.31,15069.28,14,636.87,No,Yes,No,Not Applicable,Poor Product Quality,1
2298,31,F,BP5WYFL,City,Premium Membership,21-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,01:15:25,12,95.48,70200.12,19,796.34,No,Yes,No,Not Applicable,User Friendly Website,0
2299,23,M,KZW5DW6,Village,Silver Membership,24-12-2015,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,17:50:57,20,376.78,30301.77,5,713.45,Yes,No,No,Not Applicable,Poor Product Quality,0
2300,31,F,S0RXD45,City,Gold Membership,19-03-2017,Yes,CID21919,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:10:05,6,453.54,75299.67,12,758.21,No,Yes,No,Not Applicable,Products always in Stock,0
2301,39,F,26TQHKJ,,Gold Membership,15-07-2016,Yes,CID48306,Without Offers,Smartphone,Wi-Fi,06:34:06,14,167.41,43986.99,17,749.14,Yes,No,No,Not Applicable,Poor Website,0
2302,32,F,BD5GD11,,Basic Membership,19-03-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,02:24:51,19,78.25,26486.27,16,689.84,Yes,No,Yes,Unsolved,Poor Website,1
2303,15,M,0D8PYXL,Town,Platinum Membership,10-02-2016,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,02:41:22,14,190.36,29009.27,21,774.4,No,Yes,No,Not Applicable,Poor Customer Service,0
2304,17,M,4N0LAMQ,,Premium Membership,19-06-2016,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,01:28:25,7,105.5,43656.22,8,754.76,Yes,No,No,Not Applicable,User Friendly Website,0
2305,37,F,1OZDX7T,,Gold Membership,21-01-2016,Yes,CID6629,Gift Vouchers/Coupons,Desktop,Wi-Fi,10:20:15,21,-860.9759197,20247.71,21,470.1607597,No,Yes,Yes,No Information Available,Poor Website,0
2306,64,F,IVFL5PD,,No Membership,25-04-2015,Yes,CID16171,Without Offers,Smartphone,Wi-Fi,09:59:03,11,88.59,5578.01,20,573.02,No,Yes,Yes,No Information Available,Poor Customer Service,1
2307,18,M,GWH5UXH,Town,Gold Membership,11-04-2015,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,03:13:56,12,190.7,85539.05,11,787.49,Yes,No,No,Not Applicable,User Friendly Website,0
2308,53,F,48AZR3R,Town,Premium Membership,31-08-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,21:39:17,14,479.74,31378.4,29,,Yes,Yes,No,Not Applicable,Poor Website,0
2309,62,M,I33PLAC,,Basic Membership,11-01-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,06:03:51,10,154.07,5577.63,18,605.55,No,Yes,Yes,Unsolved,Poor Website,1
2310,60,F,YY7NMRN,Town,No Membership,01-11-2016,Yes,CID42333,Gift Vouchers/Coupons,Smartphone,Mobile_Data,20:06:36,10,108.93,3185.86,27,622.14,Yes,No,Yes,Unsolved,No reason specified,1
2311,58,M,88HANP5,Town,Premium Membership,31-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,07:49:51,13,446.84,15511.23,9,1070.848785,No,Yes,Yes,No Information Available,Poor Website,0
2312,37,M,54O96MA,,Platinum Membership,21-02-2016,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,00:07:48,6,386.23,19942.44,Error,736.24,Yes,No,Yes,Solved in Follow-up,No reason specified,0
2313,33,F,NC36U6W,City,Premium Membership,28-12-2017,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12:41:40,3,33.24,9330,28,1673.530938,No,Yes,Yes,Solved,Poor Website,0
2314,61,M,WMTCU6N,Town,Gold Membership,08-02-2017,Yes,CID34077,Without Offers,Desktop,Fiber_Optic,18:48:49,6,52.73,4967.47,26,770.16,Yes,No,Yes,Unsolved,No reason specified,0
2315,37,M,VNYYI2G,City,Gold Membership,28-06-2016,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23:56:48,18,177.22,2102.02,19,710.83,No,Yes,Yes,Solved,Poor Customer Service,1
2316,32,F,H3QYGXN,Town,Premium Membership,19-03-2016,?,CID11487,Without Offers,?,Mobile_Data,17:11:05,20,102.31,38971.06,20,791.03,No,Yes,No,Not Applicable,Poor Customer Service,0
2317,48,F,1K2NT57,Town,Basic Membership,26-01-2016,Yes,CID289,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:50:45,15,169.22,18874.81,12,196.9930011,No,Yes,No,Not Applicable,Too many ads,1
2318,11,F,N09IQ5D,City,Basic Membership,27-12-2017,Yes,CID2239,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:16:20,19,259.11,20983.16,12,538.51,Yes,Yes,Yes,No Information Available,Too many ads,1
2319,24,F,9BX734H,Town,No Membership,17-04-2017,Yes,CID28503,Without Offers,Smartphone,Wi-Fi,20:15:21,11,47.18,30624.88,29,706.64,Yes,No,No,Not Applicable,No reason specified,1
2320,10,F,6J43O6L,Town,Gold Membership,20-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,16:24:51,24,44.39,5028.65,19,,Yes,No,Yes,Solved,No reason specified,0
2321,47,F,W506IRV,,Premium Membership,28-10-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:24:15,16,376.23,21243.57,Error,775.61,No,Yes,No,Not Applicable,Too many ads,0
2322,55,M,I67B9M2,City,Silver Membership,22-03-2015,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,00:16:30,-999,31.16,9630.75,13,706.22,No,Yes,No,Not Applicable,No reason specified,0
2323,30,F,NAVAAF4,Village,No Membership,13-05-2015,Yes,CID40368,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:58:58,2,384.52,18744.46,Error,662.38,Yes,No,No,Not Applicable,No reason specified,1
2324,25,M,09FQM9L,,Premium Membership,30-03-2016,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,16:35:17,10,141.97,35189.05,23,776.65,No,Yes,Yes,Solved in Follow-up,No reason specified,0
2325,57,M,WZSYQ8G,Village,No Membership,22-08-2016,Yes,CID16544,Credit/Debit Card Offers,Smartphone,Fiber_Optic,05:08:21,14,95.42,37060.04,29,511.37,No,Yes,No,Not Applicable,No reason specified,1
2326,16,M,ZUULUYZ,,Silver Membership,08-09-2015,?,CID47040,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:01:04,8,49.67,28861.57,5,1173.278554,No,Yes,No,Not Applicable,Poor Customer Service,0
2327,37,M,22RWOLV,Town,No Membership,25-11-2015,Yes,CID24418,Credit/Debit Card Offers,Desktop,Mobile_Data,03:18:11,5,281.63,39103.09,10,872.1147332,Yes,No,No,Not Applicable,Too many ads,1
2328,43,F,D3KYBVH,City,Gold Membership,23-02-2017,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,04:26:34,-999,282.43,75174.49,18,791.54,Yes,Yes,No,Not Applicable,Reasonable Price,0
2329,53,F,JV30OAK,City,Gold Membership,23-04-2017,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,03:03:56,20,253.75,13134.94,17,715.66,Yes,No,No,Not Applicable,Poor Website,1
2330,50,F,ZRX30QR,Town,Silver Membership,27-12-2015,Yes,CID53245,Gift Vouchers/Coupons,Desktop,Wi-Fi,19:39:09,16,32.5,13052.71,Error,660.48,No,Yes,Yes,No Information Available,Poor Website,1
2331,13,F,O5NEY1A,City,Premium Membership,19-02-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:39:46,-999,91.37,24140.79,22,752.5,No,Yes,No,Not Applicable,Poor Product Quality,0
2332,25,F,SRPB56F,Village,Silver Membership,29-09-2015,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,00:57:24,8,368.36,23394.78,27,,Yes,No,Yes,No Information Available,Poor Customer Service,0
2333,11,M,5QMII8H,Town,Gold Membership,23-05-2015,Yes,CID30220,Gift Vouchers/Coupons,Desktop,Mobile_Data,00:45:22,16,53.78,45556.69,7,745.19,Yes,No,No,Not Applicable,Poor Customer Service,0
2334,17,F,NQORQBN,Town,Silver Membership,16-01-2016,Yes,CID55221,Gift Vouchers/Coupons,Both,Mobile_Data,16:34:22,18,251.47,8458.15,Error,677.89,Yes,Yes,No,Not Applicable,Poor Customer Service,1
2335,17,F,I0K5ILO,City,Silver Membership,13-11-2017,No,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,13:55:11,10,34.54,48118.36,15,735.97,No,Yes,Yes,Solved in Follow-up,Too many ads,0
2336,56,F,KVTUZ0W,Village,Premium Membership,31-03-2015,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,11:40:50,15,327.64,35214.28,20,712.54,Yes,No,No,Not Applicable,Too many ads,0
2337,17,F,5E8ATDX,,Premium Membership,18-11-2016,Yes,CID40082,Without Offers,Both,Wi-Fi,10:55:23,14,452.58,33672.8,11,1003.719568,Yes,No,Yes,Unsolved,Poor Customer Service,0
2338,64,F,ZMJFAK9,City,Silver Membership,24-07-2016,?,CID14649,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:15:53,12,47.89,33453.66,27,722.97,No,Yes,No,Not Applicable,Poor Product Quality,0
2339,14,F,NS41FGG,Town,Basic Membership,24-07-2017,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,11:53:06,24,245.44,32370.11,22,939.3425476,No,Yes,Yes,Unsolved,No reason specified,1
2340,36,M,IYL5LI3,,Silver Membership,28-01-2017,Yes,CID58499,Without Offers,Smartphone,Mobile_Data,08:44:43,9,74.54,34846.35,28,649.6,No,Yes,Yes,No Information Available,Poor Website,1
2341,39,M,KIHNVJN,Town,Gold Membership,05-09-2015,?,CID39512,Credit/Debit Card Offers,Desktop,Wi-Fi,23:45:22,2,93.28,80328.88,16,845.04,Yes,No,No,Not Applicable,User Friendly Website,0
2342,47,F,N09LOTD,Town,Basic Membership,27-09-2016,Yes,CID13996,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:29:59,18,322.32,42941.01,22,611.44,Yes,No,Yes,No Information Available,Poor Product Quality,1
2343,29,F,NQJSVT5,City,Basic Membership,21-02-2017,?,CID29161,Gift Vouchers/Coupons,?,Mobile_Data,15:57:19,-999,170.55,23366.93,-18.7117585,544.09,No,Yes,No,Not Applicable,No reason specified,1
2344,18,F,8UTAXDN,City,Gold Membership,04-05-2017,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,05:32:19,5,278.82,59675.42,2,728.62,Yes,Yes,No,Not Applicable,Quality Customer Care,0
